Date,Open,High,Low,Close,Adj Close,Volume,Day
8/9/1982,4.249496,4.334486,4.079516,4.079516,2.846909,400,1509
8/10/1982,4.164506,4.249496,4.164506,4.164506,2.906219,400,1510
8/11/1982,4.164506,4.249496,4.164506,4.164506,2.906219,600,1511
8/12/1982,4.164506,4.164506,4.164506,4.164506,2.906219,0,1512
8/13/1982,4.164506,4.334486,4.164506,4.164506,2.906219,1200,1513
8/16/1982,4.164506,4.249496,4.164506,4.164506,2.906219,200,1514
8/17/1982,4.249496,4.334486,4.249496,4.249496,2.96553,600,1515
8/18/1982,4.249496,4.419476,4.249496,4.249496,2.96553,10600,1516
8/19/1982,4.419476,4.504466,4.419476,4.419476,3.08415,16100,1517
8/20/1982,4.504466,4.589456,4.504466,4.504466,3.143461,2900,1518
8/23/1982,4.504466,4.589456,4.504466,4.504466,3.143461,300,1519
8/24/1982,4.589456,4.674446,4.589456,4.589456,3.202772,2900,1520
8/25/1982,4.759436,4.929416,4.759436,4.759436,3.321392,100,1521
8/26/1982,4.759436,4.844426,4.759436,4.759436,3.321392,3900,1522
8/27/1982,4.759436,4.759436,4.674446,4.674446,3.262082,1400,1523
8/30/1982,4.674446,4.674446,4.674446,4.674446,3.262082,0,1524
8/31/1982,4.504466,4.504466,4.419476,4.419476,3.08415,100,1525
9/1/1982,4.589456,4.759436,4.589456,4.589456,3.202772,1300,1526
9/2/1982,4.589456,4.674446,4.589456,4.589456,3.202772,700,1527
9/3/1982,4.674446,4.844426,4.674446,4.674446,3.262082,1600,1528
9/7/1982,4.674446,4.844426,4.674446,4.674446,3.262082,600,1529
9/8/1982,4.674446,4.759436,4.589456,4.589456,3.202772,1200,1530
9/9/1982,4.589456,4.674446,4.589456,4.589456,3.202772,600,1531
9/10/1982,4.589456,4.589456,4.419476,4.419476,3.08415,7200,1532
9/13/1982,4.419476,4.504466,4.334486,4.334486,3.02484,600,1533
9/14/1982,4.419476,4.589456,4.419476,4.419476,3.08415,1400,1534
9/15/1982,4.419476,4.504466,4.334486,4.334486,3.02484,7000,1535
9/16/1982,4.334486,4.504466,4.334486,4.334486,3.02484,16600,1536
9/17/1982,4.334486,4.504466,4.334486,4.334486,3.02484,2800,1537
9/20/1982,4.334486,4.504466,4.334486,4.334486,3.02484,2900,1538
9/21/1982,4.334486,4.334486,4.334486,4.334486,3.02484,0,1539
9/22/1982,4.419476,4.589456,4.419476,4.419476,3.08415,4600,1540
9/23/1982,4.419476,4.504466,4.419476,4.419476,3.08415,1400,1541
9/24/1982,4.419476,4.419476,4.249496,4.249496,2.96553,4600,1542
